#OTU ID	6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria	c2ff2968fc5eb368695f90ee12c20b86_bacteria	00fae520fc99f4b43a079be78714514a_bacteria	8a9c84e7a7a0bbd8676a92d4435fe8a4_bacteria	6025a8d68dfe9ed561f3501b70ef5274_bacteria	871638cacece191a60d3f3fe9407c592_bacteria	c861b1ec2e390a9906dec7ee827ab766_bacteria	0a78918b318c9a666440b19941b2c94e_bacteria	55e2f6614bc214f35d8745edeee16727_bacteria	5d0942009326032f72c94ca27dc2015d_bacteria	61781934a20bd3368b0737d605f29468_bacteria	41e3305635db95437d26c71fbb3e9886_bacteria	11d0b6aaf61245ed190220edb6779865_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	a11e7d00f7f42af59b01f4684a52fa9d_bacteria	613010f6345bf00e94847229463fe089_bacteria	10608cb99e86b1430b6507d8fcb500e6_bacteria	1e2dd0b096801694733a077125a20228_bacteria	ad1bc6953fe661253a1301a0dffd0535_bacteria	30915dab539abea2a31d47ae7d90792e_bacteria	30432de9f6dd4c74cc5042a8d0ece70f_bacteria	f3f92c383527fe95a92d58291e300654_bacteria	20b02741232f1c067a84cab7b52256ee_bacteria	fb613c9c4a86c7589b321ffb051a485c_bacteria	ce8fe047f6c78ee3610cc355efd59beb_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	cfad561ce0a5f1aaddf0970d204a1e35_bacteria	61ee56e0408347b925580754c0228fac_bacteria	9de1b23e9381d3596dec0fd5a5bfc900_bacteria	958e14f4806af8a06db61870561138f7_bacteria	44753606b01dd5d899e0c372598c574c_bacteria	54693a9cf3c76c547dc9b56b6e9b266f_bacteria	ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	cb7f33c9ab6b6cc48e850692a6e57201_bacteria	87175665ea2f0ba525a6c4bce5e2d7f2_bacteria	a4496dfdf6cfe898e6e51cec293e31ef_bacteria	6b9ca3313d241ab32629d7d007bfa458_bacteria	c256985cf7f385fa0e158aac9692f64d_bacteria	0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria	9fc26e6596f0b0189c6b268cc4d8d67b_fungi	a4830ec2beeeeaef48f6d7f401df4241_fungi	12907f7fde00bb40c358a652d79ffcb6_fungi	eaa0ba9ff4398edf205048df9a36f578_fungi	89206af4589b68a36b3313e1be7c6448_fungi	e02440bc2cf2fbd51ab6c6a48c297786_fungi	d7a05ca6b0cf4959a1d5af8842fb78fa_fungi	9a06988e426d7ef4663c568dcd331ca0_fungi	16010d640ae1f9ef8b46d9778d31166d_fungi	6dec4a7642385d3256e7c0ab2c05366d_fungi	5743cd46a67f26fc2a0a910a35f1b12f_fungi	d4ced3fcf757696111ad371371ff4cce_fungi	007761694cceb108c141cce8750b23b5_fungi	55d3ffaf20a40a432de7989e6d6d5a00_fungi	c0a6013edcd750f053a34cc2e955055c_fungi	25f16fb9e13dc11d9cdb2563441d93ea_fungi	84b78558c3c317566a13f29ab950da23_fungi	4745af0659fd8962bab4c6f134456248_fungi	45072f0f90af585d84d9e8b285570885_fungi	cd6040e6b124b405e0a57b6b2bc182a8_fungi	b5b89cca5a0cb0c01db814cb6f693f9f_fungi	6f919188220b0c82be4439bb63dd189e_fungi	8da1ea508fd29598a72e6a69c9fb5bad_fungi	5f279c746c8e0dc1b9305887f0cbae5a_fungi	2b58ac3373c047a1eebbf7a75e2e0552_fungi	39d163834966cd25a456abec8a6fb0a4_oomycete	cc72eaa86c2be573136acdf59cda9fc3_oomycete	0f9788d4711e28f5164af206bb783e13_oomycete	f797cf2765402dd3d1f72f7838c4a54c_oomycete	8d7bfbf1d9cc089639fe484763c3f188_oomycete	394dace7cd674dc9355c4f64bfada83f_eukaryote	5a7fabdfc2b1915ca336712e300eb727_eukaryote	99318de41dd49424cad9bf4501ab86ce_eukaryote	1f97c28f91d9a257362352f7c2958eb5_eukaryote	d9e763753ea6a20c2a574df095f60580_eukaryote	2a50651b2cbc9fc60afae81923de86d5_eukaryote	cdfb9490b3e043a9832cbace39b2d3fb_eukaryote	2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote	487c6b41204a1730dbfcf55f8b8e3dc1_eukaryote	0b01e4d6558506012d0e1eaf493a5ded_eukaryote	3f795849e5ab98c40f875a580004f9f7_eukaryote	acc6f82c660def2e2f383dfb4f075933_eukaryote	6296e399d6b6f58b22cb3ffc96a1bcfe_eukaryote	850f9456f23d337e109baafd956b54d6_eukaryote
87175665ea2f0ba525a6c4bce5e2d7f2_bacteria	-0.8384	-0.9296	-1.0271	-0.2017	0.3007	1.0150	-0.4810	0.4053	0.4820	-1.5073	0.0889	-0.9084	0.1096	0.5547	1.1712	-0.6116	0.3911	0.2869	0.3756	-0.4913	0.5876	-1.2143	-0.8533	-0.5591	-0.3914	-0.3311	-0.3983	-0.7375	-0.5632	-0.5148	0.5498	1.3336	-0.6711	0.5169	0.2470	-0.6925	-0.7598	0.2655	0.7315	-0.8417	0.5264	0.5801	8.2391	1.4702	-0.6287	-0.6148	-0.2619	-0.8173	1.5014	-0.1573	0.6870	2.0108	-0.4287	0.5499	1.1066	-0.0804	0.8280	0.3197	-0.1682	-0.2095	-0.4081	1.0742	-1.7708	-1.6487	1.5884	0.2196	-1.0377	1.2623	0.5753	0.2834	0.2023	-0.0749	0.4061	1.7905	0.5853	-0.3907	0.4959	-0.3520	-0.1202	-1.0823	1.5036	0.7782	0.8985	-0.7227	0.0836	-0.2801	-0.7001	-0.6624	-1.7126	-0.5727	0.3139
a4496dfdf6cfe898e6e51cec293e31ef_bacteria	-0.4569	-0.4704	-0.4825	0.1287	-0.5789	0.2870	-0.8865	-0.2729	0.0492	-1.1843	-0.8833	-0.6876	-0.1721	-0.7486	-0.5751	-0.6423	0.4499	-0.3542	-0.4530	-0.4779	0.4438	-0.3300	-0.3722	-0.1510	0.2569	0.6723	0.2075	0.4526	0.3078	0.4657	0.6703	-0.3323	-0.9157	-0.0128	-0.1615	0.3963	0.7105	-0.2518	0.8676	0.0685	0.1281	-0.2324	1.4702	5.0149	-0.0663	-0.1177	0.5198	-0.8224	0.2181	-0.6688	0.4516	-0.4415	0.9879	-0.3069	-0.0256	0.0565	-1.0227	0.8065	0.0360	-0.8032	-0.4282	-0.4450	-0.4585	-0.1744	0.5722	-0.6482	-0.8504	-0.2529	-0.1832	0.8677	-0.2221	0.4903	-0.6918	2.6533	-0.1163	0.1119	-0.0192	0.2450	2.5075	0.2115	0.6602	0.6298	-0.1067	-0.0510	0.3094	-0.0385	-0.0618	0.6585	-0.1956	0.2510	0.7855
6b9ca3313d241ab32629d7d007bfa458_bacteria	-0.0687	-0.4487	0.1212	0.5446	0.5881	0.1169	0.1269	-0.9435	0.1101	0.5030	0.0026	0.0724	0.5865	0.2107	-0.3045	-0.0897	0.2423	0.8393	0.8398	1.3388	-0.7230	-0.1173	1.0506	0.7770	0.8339	0.9918	0.3644	0.0242	-0.0195	-0.4466	0.0968	-0.7135	0.5594	0.9294	0.3436	0.3730	0.2257	1.3207	-0.0358	-0.0062	0.8401	0.5675	-0.6287	-0.0663	3.6161	0.1587	-0.1518	-1.1422	-1.3745	-1.1563	-0.1312	-0.8467	-0.6763	-0.0298	-0.6905	-0.4711	-0.8656	-0.2854	-0.2538	-0.7972	0.1400	-0.5163	-0.6350	0.0907	-0.5759	-0.4253	-0.2286	-0.7409	-0.1012	0.4891	-0.8591	-0.1918	1.2058	-0.1793	-0.0628	0.0285	0.6874	0.0971	-0.2171	-0.0680	0.0632	0.0333	0.1779	-0.2154	0.2818	-0.1098	-0.0628	0.0087	-0.0762	0.6909	-0.4503
c256985cf7f385fa0e158aac9692f64d_bacteria	0.0829	1.4990	0.0433	-0.5041	-1.0048	-0.1325	0.1442	0.0834	0.5683	-0.1796	0.5343	0.4959	0.0177	0.1027	0.1729	0.2519	-0.8532	-0.8370	-0.9855	-0.9723	0.1356	0.3786	-0.0062	-0.7300	0.7586	0.0294	0.5642	0.0453	-0.2245	0.1067	-0.1900	0.0864	0.5479	-0.9909	-0.5955	0.2713	0.1686	-0.3623	0.2324	0.9725	-0.5326	-0.7386	-0.6148	-0.1177	0.1587	3.8606	-0.0264	0.0382	0.0722	-0.6042	0.4773	0.3535	0.3957	-1.1716	-0.1564	-1.0611	-0.2392	-0.0434	-0.4496	0.1808	-0.1247	-0.3270	-0.0575	0.4103	-0.1245	-0.1110	-0.0620	0.0816	-0.0703	0.1022	0.0232	-0.2468	2.0285	0.1143	-0.5409	-0.0287	-0.7966	1.5074	0.1830	0.6716	-0.6588	-0.1244	0.2911	0.2552	0.3259	0.1946	0.4870	-0.1659	0.5400	0.6569	-0.3560
0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria	0.2708	0.1473	-1.1433	-0.2210	-0.4299	-0.5432	-1.1193	-0.6286	-1.0027	-1.1911	-1.3696	-0.4602	-0.9759	-1.2150	-0.7980	-0.6755	-0.3773	-0.2649	-0.4110	0.9109	0.2403	-1.1151	-0.0226	-0.4699	0.1220	-0.3979	-0.3736	1.0939	1.7633	1.2657	1.1756	-0.4930	-1.0265	-0.6853	0.3888	-0.2036	-0.1435	-0.2702	1.5105	-0.4589	-0.5565	-0.2542	-0.2619	0.5198	-0.1518	-0.0264	4.1753	-0.0957	0.3621	0.6210	0.7961	0.1993	0.5398	-0.4697	-0.0737	0.4884	0.2456	-0.0089	0.7540	-0.1948	0.2347	0.2446	0.8561	0.5245	0.6069	0.1204	-0.0640	0.1840	0.5074	0.4526	0.4566	0.0265	-0.0125	0.6010	0.1212	0.0630	0.2267	0.5688	0.9368	0.2681	0.2976	-0.2310	-0.5290	-0.0506	0.1511	0.6124	-0.0584	0.0795	0.1629	0.2338	-0.2788
9fc26e6596f0b0189c6b268cc4d8d67b_fungi	-0.6446	-2.4840	-1.2208	-0.2662	-1.0841	-0.6649	-1.7545	-1.5614	-1.5328	-1.5055	-0.9679	-1.1265	-1.4966	-0.7722	0.0688	-0.9208	-1.0236	-0.9508	-0.5060	-1.6870	0.2491	0.0306	0.3660	-1.3856	0.1123	-0.8458	-0.8792	-0.1013	0.2797	0.3521	-0.3427	0.4227	0.0279	-0.3278	-0.7008	-0.1504	0.3561	-2.0042	0.3725	0.4829	-1.0642	-0.8420	-0.8173	-0.8224	-1.1422	0.0382	-0.0957	9.5487	2.0930	3.9872	-0.4687	1.7305	0.5256	3.2425	0.7451	1.3733	1.5908	2.2400	2.5267	1.5278	1.1663	1.1184	2.4052	0.3698	1.0157	1.7309	1.6435	1.6694	0.6015	0.9531	2.2869	0.6909	0.3332	-1.1262	-0.1230	-0.5592	-1.3564	1.3384	-0.9812	0.0605	-1.0325	-0.5632	-0.5823	0.0839	-0.2614	0.8238	0.1080	-1.1858	0.2118	-0.5478	-0.3400
a4830ec2beeeeaef48f6d7f401df4241_fungi	-1.9075	-1.0468	-1.0527	-1.1740	-1.0431	0.0363	-1.1016	-1.0871	-1.7839	-0.9044	-1.3984	-0.4757	-2.2225	-0.2908	1.5758	-0.1768	-1.7452	-1.2735	-0.9358	-2.1241	1.7983	0.7926	-0.6026	-0.5514	-0.9876	-0.5782	-1.2293	-1.8336	-0.0077	0.3706	-0.8781	1.5912	-0.7314	-1.7638	-1.8981	-0.9706	0.7312	-1.3050	-0.3382	0.5314	-1.4119	-0.9111	1.5015	0.2181	-1.3745	0.0722	0.3621	2.0930	14.1628	5.5571	-0.2077	4.5700	1.7423	2.5171	1.9315	1.2760	2.4281	1.6397	3.3139	0.2813	-0.3513	0.9729	2.9978	-1.6235	1.6145	0.5914	-0.9880	1.6879	0.3306	-2.5311	1.1700	-2.7234	0.4617	2.1360	-0.5068	-0.4950	-1.4829	1.0317	-0.5007	2.3096	0.3086	-0.7689	-0.1322	0.3275	0.4834	-2.7536	0.2861	0.4166	0.5036	-0.2501	-0.2344
12907f7fde00bb40c358a652d79ffcb6_fungi	-1.9292	-1.7458	-1.1904	-0.3844	-0.6197	-0.9208	-0.6937	-2.7686	-1.5720	-0.5611	-1.5133	-1.6993	-1.0829	0.0280	-0.7018	-0.6793	-1.3431	-1.3592	-1.4917	-1.6151	1.1578	1.6072	-0.9347	-1.5663	-0.2088	-1.5218	-1.6735	-1.1826	-0.0710	0.4414	-0.7716	0.9102	-1.1507	-1.0571	-0.3014	-0.1050	0.5098	-1.3160	0.0858	-0.7836	-1.4366	-1.1643	-0.1573	-0.6688	-1.1563	-0.6042	0.6210	3.9872	5.5571	15.0090	-1.1058	3.0603	1.1609	3.4420	1.7895	3.7146	7.0667	3.4367	6.7421	3.0299	2.8452	1.8964	3.6017	-0.0403	2.3788	4.9320	1.9383	2.4166	1.2090	-2.7293	1.7329	-3.2470	-1.8504	-1.9088	-0.6446	-0.1667	-0.5387	0.6899	-0.8715	-1.2138	-0.0980	-0.7016	0.8190	1.2068	0.1915	-1.7440	-1.2577	-0.0958	-0.9412	-0.0148	-0.2602
eaa0ba9ff4398edf205048df9a36f578_fungi	-0.1273	1.2004	-1.1270	-0.2887	0.4349	-0.6390	-0.9650	-0.4410	-0.9882	-0.2714	-1.1556	-0.7026	-0.8259	-1.9322	-0.2806	-0.5335	0.3055	0.6202	-0.1758	0.4313	-0.3446	-0.9609	-0.0403	-0.2513	-0.2562	0.3465	-0.9698	1.9937	1.4303	1.2738	1.0892	-0.0313	-0.9934	-0.1882	0.6571	0.4284	-0.1923	-0.2324	0.4624	-0.3549	-0.0417	0.2940	0.6870	0.4516	-0.1312	0.4773	0.7961	-0.4687	-0.2077	-1.1058	7.2544	0.0306	0.8139	-1.3773	-0.1144	-0.9077	-0.4688	-0.0667	0.4728	-0.2230	-0.1693	0.1195	0.6032	0.5895	-0.0720	-0.4763	-0.5024	0.3783	0.8234	0.2350	0.2023	0.3060	3.6251	-1.7544	0.1648	-0.4091	-0.0352	2.8409	-0.3774	-0.5409	-0.1201	-0.5812	-0.4713	-0.5806	-0.2225	2.5480	-0.0139	-0.5288	-0.0229	0.1370	0.4893
89206af4589b68a36b3313e1be7c6448_fungi	-2.4240	0.1345	-2.6091	-2.4651	-0.3977	0.4134	-2.4999	-0.1063	-2.6843	-2.8915	-1.7581	0.4390	-1.8576	-0.8593	0.6818	-1.3470	-1.3266	-0.8401	-1.0237	-2.4362	-0.2563	-1.9979	-0.3739	-0.7853	-0.9913	-0.8825	-1.1126	-0.9421	-0.3481	-0.6870	0.5222	0.7419	-0.6364	-0.8038	-1.0631	-1.1768	-0.0391	-1.1343	0.8687	0.4500	-1.0196	-0.4905	2.0108	-0.4415	-0.8467	0.3535	0.1993	1.7305	4.5700	3.0603	0.0306	9.5163	1.1551	1.4324	4.0555	0.4470	4.0814	1.8671	2.1179	1.7020	1.1459	3.3058	1.7392	-0.6235	1.6004	1.8697	0.5265	3.3761	2.2217	-0.5820	2.5538	-0.6039	0.5772	0.9719	-0.4010	-0.1045	-0.7848	1.5352	1.0482	0.5107	-0.1287	-0.8157	0.4589	0.1361	0.1260	-1.4837	-0.0832	-0.5765	-1.1895	-0.0900	0.1513
e02440bc2cf2fbd51ab6c6a48c297786_fungi	-0.6480	0.7071	0.1057	-0.6172	-0.7936	-0.5600	-0.9685	-0.2849	-1.0406	-0.2605	-1.3187	-0.5294	-0.7111	-1.4457	-1.2951	-1.5458	-0.9832	-0.8365	-1.1793	-1.4792	-0.4387	-0.6066	-0.6413	-0.8261	0.2194	-0.4541	-0.2166	0.1987	0.1799	-0.3988	-0.0654	-0.3146	-1.1345	-1.3229	-0.6010	0.4008	-0.3365	-1.2112	0.0106	-0.0488	-0.5577	-0.4948	-0.4287	0.9879	-0.6763	0.3957	0.5398	0.5256	1.7423	1.1609	0.8139	1.1551	7.0608	0.6637	0.6038	1.1621	0.3347	0.8262	0.9724	0.5494	0.5271	0.8354	1.1427	0.6410	0.8156	1.4155	-0.1124	0.9075	1.0846	0.2412	0.8506	0.2324	0.5365	1.9905	0.5110	-0.7521	-0.7337	3.1545	3.1840	0.3083	-0.2201	-1.1260	-1.1359	-0.1816	-0.6428	0.2721	-0.7961	0.2559	-0.3151	-0.1807	0.5653
d7a05ca6b0cf4959a1d5af8842fb78fa_fungi	-0.9173	-2.4113	-1.1766	-0.7515	-0.8678	-1.0181	-0.7213	-0.4590	-2.3412	-0.3656	-0.6216	-0.2034	-0.2554	0.2779	0.4840	-1.1103	-0.3708	-0.2495	0.2594	-0.8910	1.2766	0.1084	0.2602	-0.3764	-0.6662	-0.2571	-0.7365	-1.7243	0.0445	-1.8463	-1.9009	-0.5387	-0.9158	-0.1102	-1.0498	-0.0302	0.2481	-0.7440	-0.5587	-0.3196	-0.8621	0.0056	0.5499	-0.3069	-0.0298	-1.1716	-0.4697	3.2425	2.5171	3.4420	-1.3773	1.4324	0.6637	13.2812	1.7297	2.1234	2.3704	2.3668	1.3991	1.4354	1.7562	1.5315	2.6585	-1.9689	0.6262	2.0388	-0.1255	1.0780	-0.2780	2.1322	1.5019	2.4812	-4.7190	4.0510	0.9724	0.1953	-0.4989	-3.1157	-0.7353	-1.3269	0.2778	0.1292	0.1001	-0.5723	-0.2857	-1.1634	-0.4529	-0.2362	0.0109	-1.1757	0.0674
9a06988e426d7ef4663c568dcd331ca0_fungi	-1.6961	0.1328	-1.4189	-1.6059	-0.4810	0.2983	-1.1633	0.5962	-2.1326	-1.5318	-1.2992	0.3112	-1.2914	-0.7441	-0.3663	-1.0931	-0.8812	-0.5929	-0.8387	-1.8879	-0.0408	-1.2897	-0.5906	-0.4262	-0.8831	-0.7056	-0.2576	-0.6991	-0.0153	-0.2733	-0.0839	0.1361	-0.6196	0.1360	-0.8939	-0.8111	0.1146	-0.9927	0.4847	-0.1285	-0.7982	-0.4015	1.1066	-0.0256	-0.6905	-0.1564	-0.0737	0.7451	1.9315	1.7895	-0.1144	4.0555	0.6038	1.7297	6.5637	0.5242	3.2532	0.7705	1.2381	1.1916	1.1583	2.0654	1.1426	-0.6266	1.3775	1.4336	-0.0608	3.1373	1.8414	1.3659	1.7429	0.9868	-0.8390	1.3364	-0.5029	-0.2935	-0.8776	0.7528	1.5348	0.0035	-0.1141	-0.6801	-0.1649	0.3393	0.1653	-0.8964	0.1635	-0.5787	-0.8482	-0.2246	0.3133
16010d640ae1f9ef8b46d9778d31166d_fungi	-0.7309	-0.7152	-0.4795	0.6875	-0.2349	-0.5619	-0.2977	-1.4209	-1.1269	-1.1684	-0.9044	-0.6695	-0.0401	-0.1964	-0.9861	-1.2648	-0.6481	-0.6366	0.1830	0.2776	0.9868	0.0455	-0.7071	-0.5666	-0.2095	-0.1906	0.0151	0.2733	0.6641	0.3560	0.4569	-0.2849	-0.5254	-1.0642	-0.9477	-0.4101	-0.9784	-0.4604	0.4277	-0.5655	-0.0475	0.0242	-0.0804	0.0565	-0.4711	-1.0611	0.4884	1.3733	1.2760	3.7146	-0.9077	0.4470	1.1621	2.1234	0.5242	8.1110	1.7090	1.5043	3.0291	0.0578	1.1289	0.2691	0.9448	0.1304	0.9358	1.4408	0.5339	0.3683	0.2250	-1.0405	0.5213	-1.1642	-2.7186	2.6861	-1.0512	-0.5568	-0.2916	-1.7150	1.1811	-0.5001	0.0273	-0.4911	-0.2804	0.6065	-0.1373	-0.6080	-0.6399	0.7791	-0.5384	-0.1737	0.5455
6dec4a7642385d3256e7c0ab2c05366d_fungi	-1.8319	-1.2180	-1.2687	-1.7116	-0.2359	-0.1040	-0.8447	-1.2406	-1.9740	-0.8398	-1.2288	0.4122	-0.8226	0.1249	-0.4302	-0.9151	-1.1122	-0.8533	-0.9294	-1.6127	0.1493	-1.0948	-0.7285	-0.9565	-0.4351	-0.9201	-0.5621	-0.9894	-0.1525	-0.6884	-0.9267	0.2609	-0.6476	-0.8797	-1.1311	-0.0397	-0.0900	-1.2880	-0.0009	-0.4023	-1.2734	-0.6257	0.8280	-1.0227	-0.8656	-0.2392	0.2456	1.5908	2.4281	7.0667	-0.4688	4.0814	0.3347	2.3704	3.2532	1.7090	9.6366	1.6340	2.9552	3.3774	2.7743	2.4634	1.5726	-0.0309	2.0310	4.1244	2.0505	2.9497	1.6228	-1.4603	1.6602	-1.6929	0.1162	-1.1706	-0.9285	0.2977	-0.5838	1.5558	-0.8387	-1.5677	-0.5126	-0.6264	0.5322	1.0329	0.3798	-0.2507	-0.7835	-0.6070	-1.1377	-0.0543	-0.2676
5743cd46a67f26fc2a0a910a35f1b12f_fungi	-1.8460	-1.4402	-1.8059	-1.0491	-1.2724	-1.2751	-1.7159	-1.8038	-2.0808	-1.7565	-2.1585	-1.1244	-1.4713	-0.8598	-1.0442	-1.9422	-0.5844	-1.1591	-0.7122	-0.3757	0.1697	0.0397	0.6747	-0.7537	-0.5053	-0.7586	-1.2816	-0.2235	0.1158	0.3059	-0.0905	0.0937	-1.5193	-0.3372	-0.7130	-0.5028	0.8369	-0.2002	0.0114	-0.5065	-0.6853	-0.4087	0.3197	0.8065	-0.2854	-0.0434	-0.0089	2.2400	1.6397	3.4367	-0.0667	1.8671	0.8262	2.3668	0.7705	1.5043	1.6340	8.9906	3.5902	1.5522	1.3987	1.7365	1.3302	0.1640	0.9038	1.8100	0.9923	1.4669	1.6554	0.1204	1.5746	-0.2698	-0.7740	1.4096	-0.8444	-0.6335	-1.4524	0.9847	1.9713	-0.5843	-0.4314	-0.5227	-0.1912	-0.2740	-0.1112	-0.4311	-0.3874	0.9124	0.4406	0.2018	-0.0431
d4ced3fcf757696111ad371371ff4cce_fungi	-1.2520	-1.7465	-1.7854	0.9884	-1.2628	-1.0403	-1.2869	-1.4781	-2.2322	-1.9390	-1.9156	-2.0930	-0.1021	-1.1619	-1.7999	-1.6216	-0.8778	-1.7265	-1.3050	-0.4586	0.6154	1.2077	-0.3061	-1.5623	-0.5424	-1.1337	-0.5237	0.1075	1.1046	0.7805	-1.1120	1.5000	-1.6419	-1.3460	-0.7378	-0.9153	0.8144	-1.3739	0.5274	-1.0387	-1.0531	-1.1263	-0.1682	0.0360	-0.2538	-0.4496	0.7540	2.5267	3.3139	6.7421	0.4728	2.1179	0.9724	1.3991	1.2381	3.0291	2.9552	3.5902	11.6204	0.6948	1.3699	1.2911	3.1260	0.2988	1.0020	1.8694	0.9721	1.4155	1.9803	-0.9623	1.3525	-1.7369	0.3779	-1.0919	-0.2351	-0.9440	-0.5300	1.8657	0.6690	-0.6530	0.1113	-1.2550	-0.0400	0.4931	-0.2475	-0.3376	-1.2403	0.7865	0.0616	-0.4852	-0.3560
007761694cceb108c141cce8750b23b5_fungi	-0.6352	0.3241	-1.0306	-1.1867	-0.3000	-0.1843	-0.9344	-0.5702	-1.1146	-0.5208	-0.1858	-0.0684	-0.7084	-0.2951	0.2291	-0.2233	-0.6235	-0.5534	-0.5739	-1.6839	-0.1645	-0.2047	-0.4089	-0.8182	-0.4356	-0.5617	-0.7379	-0.6677	-0.7166	-0.9710	-0.4436	0.1405	0.0204	-0.4181	-0.6117	0.2734	0.1306	-1.0647	-0.1952	0.0292	-0.9904	-0.3168	-0.2095	-0.8032	-0.7972	0.1808	-0.1948	1.5278	0.2813	3.0299	-0.2230	1.7020	0.5494	1.4354	1.1916	0.0578	3.3774	1.5522	0.6948	5.3349	1.4079	1.7275	0.8164	-0.2024	0.0968	2.2613	1.9486	1.7235	0.8610	-0.0805	1.6436	-0.1430	-0.4075	-0.0168	-0.6652	0.3093	-0.5022	0.6071	0.3767	-1.0224	-0.7537	-0.4338	-0.1691	0.7167	-0.2507	-0.1513	-0.2610	-1.0728	0.0943	-0.5488	0.1716
55d3ffaf20a40a432de7989e6d6d5a00_fungi	-1.2540	-1.2221	-0.9647	-1.1478	-0.2847	-0.4095	-1.0694	-1.2754	-1.0016	-0.9796	-0.8210	-0.1533	-0.8663	-0.5416	-0.9146	-1.3956	-0.6423	-0.4899	-0.3043	-0.6556	-0.8029	-0.7720	-0.0315	-0.6953	0.2530	-0.3263	-0.2144	-0.4229	-0.0306	-0.3603	-0.4901	-0.9394	-0.6342	-0.1460	-0.3722	-0.3215	0.3188	-0.5941	0.1954	-0.4121	-0.3341	-0.1580	-0.4081	-0.4282	0.1400	-0.1247	0.2347	1.1663	-0.3513	2.8452	-0.1693	1.1459	0.5271	1.7562	1.1583	1.1289	2.7743	1.3987	1.3699	1.4079	5.1331	1.1269	0.8437	0.1003	0.5353	1.8476	1.2354	1.0700	0.2388	0.0708	0.5709	-0.1091	-0.7105	0.5618	-0.6505	0.3622	-0.2336	0.0182	0.5017	-0.8000	0.1409	-0.3838	0.8090	0.8983	0.6471	0.2414	-0.4816	-0.4733	-0.3480	0.3428	0.2286
c0a6013edcd750f053a34cc2e955055c_fungi	-0.9123	-0.4823	-1.4713	-1.0248	-0.3843	0.0610	-1.6315	-0.0301	-1.6436	-1.4988	-1.1001	-0.3951	-0.8057	-0.9059	0.1804	-1.2941	-0.5812	-0.5453	-0.5552	-1.2259	-0.5575	-0.9284	-0.4322	-1.0498	-0.6783	-0.7018	-0.7387	-0.2962	-0.1045	-0.8262	-0.2197	-0.0058	-0.5255	-0.1712	-0.4546	-0.6961	-0.0622	-0.4772	0.3074	-0.1446	-0.6631	-0.3239	1.0742	-0.4450	-0.5163	-0.3270	0.2446	1.1184	0.9729	1.8964	0.1195	3.3058	0.8354	1.5315	2.0654	0.2691	2.4634	1.7365	1.2911	1.7275	1.1269	4.7520	0.7336	-0.4748	0.3174	1.8854	1.0144	2.3417	1.6154	-0.1377	2.1039	0.4151	0.7545	0.6709	-0.5326	-0.4778	-0.6699	1.2623	0.8141	-0.5395	-0.4115	-0.7090	-0.2187	0.2418	0.0216	-0.4325	-0.6062	-0.4841	-0.3328	-0.4451	-0.0864
25f16fb9e13dc11d9cdb2563441d93ea_fungi	-0.6903	-0.0267	-2.1716	-1.3942	-0.8163	-0.7189	-1.7094	0.0851	-2.5345	-1.1034	-1.9379	-0.2866	-1.8761	-1.2798	-0.0212	-0.6838	-1.4114	-0.5154	-0.8599	-0.6628	1.3449	0.3877	0.1343	-0.8271	-0.9475	-0.2721	-0.2756	0.1662	1.3418	-0.2324	-0.4508	0.2534	-0.7443	-1.1346	-1.0742	-0.5454	0.4537	-1.5336	-0.1655	0.0848	-1.2174	-0.5560	-1.7708	-0.4585	-0.6350	-0.0575	0.8561	2.4052	2.9978	3.6017	0.6032	1.7392	1.1427	2.6585	1.1426	0.9448	1.5726	1.3302	3.1260	0.8164	0.8437	0.7336	8.2488	-0.4269	-0.3331	0.4072	-0.1867	0.7066	0.8865	-0.1297	2.0683	-0.2187	-2.1760	2.0398	1.7163	1.0001	-0.4312	-0.0345	1.1187	0.2612	-0.4361	-0.5176	-1.2365	0.1268	-0.4640	-0.1373	0.1186	-0.1256	-0.1952	-0.6166	0.0079
84b78558c3c317566a13f29ab950da23_fungi	0.7653	0.2860	0.1074	0.0371	-0.5927	-0.6043	0.1945	-0.2525	-0.0174	-0.1392	-1.1210	-0.4482	-0.5045	-1.1275	-1.4685	-0.1929	0.2833	-0.0080	-1.0171	1.5999	-0.5312	-0.9659	0.7246	0.1298	0.5611	0.0364	0.0063	2.7200	0.9563	1.4823	1.8124	-0.3784	0.2883	-0.3226	0.5349	0.6979	-0.2351	0.2176	0.3470	0.4466	-0.0934	-0.4928	-1.6487	-0.1744	0.0907	0.4103	0.5245	0.3698	-1.6235	-0.0403	0.5895	-0.6235	0.6410	-1.9689	-0.6266	0.1304	-0.0309	0.1640	0.2988	-0.2024	0.1003	-0.4748	-0.4269	7.1467	0.0422	-0.1943	1.9846	0.0890	1.2809	0.1928	-0.0830	-0.2257	1.1091	-3.4446	-0.6932	-0.6793	0.2523	1.5331	-0.0000	-0.1293	-1.1579	-1.3552	1.5013	-0.1418	-0.6146	0.7422	-0.5024	-0.5323	1.2972	1.4557	-0.0241
4745af0659fd8962bab4c6f134456248_fungi	-0.9568	-2.0902	-1.1523	-0.8115	-0.6590	-0.3457	-1.1334	-1.7354	-1.2535	-1.1130	-1.0172	0.0088	-0.9656	-0.2206	-0.2045	-1.3087	-0.3443	-0.3217	-0.1008	-1.3810	0.4637	-1.8432	-0.3673	-0.8823	0.3426	-0.3193	-0.6304	0.0420	0.0575	0.5485	1.2351	-0.2145	-1.2124	-0.1407	-0.1137	0.4756	-0.0480	-0.5608	0.8070	-0.3771	-0.5082	-0.1545	1.5884	0.5722	-0.5759	-0.1245	0.6069	1.0157	1.6145	2.3788	-0.0720	1.6004	0.8156	0.6262	1.3775	0.9358	2.0310	0.9038	1.0020	0.0968	0.5353	0.3174	-0.3331	0.0422	5.7136	1.9603	-0.2328	1.8056	0.1840	0.0553	0.5616	-0.1656	-0.8721	-0.5552	-0.3436	-0.6305	-0.8887	0.5836	-0.2939	-0.4914	0.2936	0.5618	0.6695	-0.3086	0.7018	0.1907	0.5459	-0.0765	-0.3934	0.6813	0.3146
45072f0f90af585d84d9e8b285570885_fungi	-0.8942	-1.7463	-0.3678	-0.1224	-0.5904	-0.4890	-0.9788	-0.8514	-0.9168	0.3670	-1.3170	-0.4060	-1.0384	-0.6636	-1.0420	-1.5998	-0.4877	-0.6524	-0.7821	-2.0489	-0.2948	-0.3203	0.2100	-1.0247	0.0547	-0.8800	-1.0230	-0.8967	-0.2957	-0.5849	-0.5198	0.0524	-0.7316	-0.0958	-0.6921	0.6235	-0.0552	-1.1178	-0.3739	-0.5978	-0.7236	-0.1856	0.2196	-0.6482	-0.4253	-0.1110	0.1204	1.7309	0.5914	4.9320	-0.4763	1.8697	1.4155	2.0388	1.4336	1.4408	4.1244	1.8100	1.8694	2.2613	1.8476	1.8854	0.4072	-0.1943	1.9603	7.5104	1.1513	1.8279	0.7753	-0.4469	1.4771	-0.9372	0.7632	-1.4048	-0.5983	-0.6256	-0.9805	3.1179	0.1436	-1.6114	-0.6212	-1.3286	-0.0653	0.0807	-0.2391	-0.6730	-0.3947	-0.3758	-0.4714	-0.2957	-0.0347
