#OTU ID	6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria	c2ff2968fc5eb368695f90ee12c20b86_bacteria	00fae520fc99f4b43a079be78714514a_bacteria	8a9c84e7a7a0bbd8676a92d4435fe8a4_bacteria	6025a8d68dfe9ed561f3501b70ef5274_bacteria	871638cacece191a60d3f3fe9407c592_bacteria	c861b1ec2e390a9906dec7ee827ab766_bacteria	0a78918b318c9a666440b19941b2c94e_bacteria	55e2f6614bc214f35d8745edeee16727_bacteria	5d0942009326032f72c94ca27dc2015d_bacteria	61781934a20bd3368b0737d605f29468_bacteria	41e3305635db95437d26c71fbb3e9886_bacteria	11d0b6aaf61245ed190220edb6779865_bacteria	0c0605a3c4b75dfc31857a9167487df1_bacteria	5d45291972b34cd7f9c4cd55ca8a95ea_bacteria	334a4708e1cedc4f04c44f0f47d2f29e_bacteria	943689dc4b1c713707c1520019c4e91d_bacteria	162bf54549080b290d1ec8b0e6afbc1b_bacteria	d0c26a44a7a8b6ee4ba716861fc44da2_bacteria	c4e15ee4c6a6debb8ef308d21e737e8e_bacteria	d48f4cda1feee6851d5bcf2d520066b9_bacteria	0cb8dc0c56bd0e3524dba46d210b26c9_bacteria	a11e7d00f7f42af59b01f4684a52fa9d_bacteria	613010f6345bf00e94847229463fe089_bacteria	10608cb99e86b1430b6507d8fcb500e6_bacteria	1e2dd0b096801694733a077125a20228_bacteria	ad1bc6953fe661253a1301a0dffd0535_bacteria	30915dab539abea2a31d47ae7d90792e_bacteria	30432de9f6dd4c74cc5042a8d0ece70f_bacteria	f3f92c383527fe95a92d58291e300654_bacteria	20b02741232f1c067a84cab7b52256ee_bacteria	fb613c9c4a86c7589b321ffb051a485c_bacteria	ce8fe047f6c78ee3610cc355efd59beb_bacteria	eb9cdec519d0a08dcfb47dfac31c9b82_bacteria	cfad561ce0a5f1aaddf0970d204a1e35_bacteria	61ee56e0408347b925580754c0228fac_bacteria	9de1b23e9381d3596dec0fd5a5bfc900_bacteria	958e14f4806af8a06db61870561138f7_bacteria	44753606b01dd5d899e0c372598c574c_bacteria	54693a9cf3c76c547dc9b56b6e9b266f_bacteria	ed6fcc3e0305e5fa551e1c67f33c1226_bacteria	cb7f33c9ab6b6cc48e850692a6e57201_bacteria	87175665ea2f0ba525a6c4bce5e2d7f2_bacteria	a4496dfdf6cfe898e6e51cec293e31ef_bacteria	6b9ca3313d241ab32629d7d007bfa458_bacteria	c256985cf7f385fa0e158aac9692f64d_bacteria	0fcb5a5bdacde5be7714f3ec7f1658cb_bacteria	9fc26e6596f0b0189c6b268cc4d8d67b_fungi	a4830ec2beeeeaef48f6d7f401df4241_fungi	12907f7fde00bb40c358a652d79ffcb6_fungi	eaa0ba9ff4398edf205048df9a36f578_fungi	89206af4589b68a36b3313e1be7c6448_fungi	e02440bc2cf2fbd51ab6c6a48c297786_fungi	d7a05ca6b0cf4959a1d5af8842fb78fa_fungi	9a06988e426d7ef4663c568dcd331ca0_fungi	16010d640ae1f9ef8b46d9778d31166d_fungi	6dec4a7642385d3256e7c0ab2c05366d_fungi	5743cd46a67f26fc2a0a910a35f1b12f_fungi	d4ced3fcf757696111ad371371ff4cce_fungi	007761694cceb108c141cce8750b23b5_fungi	55d3ffaf20a40a432de7989e6d6d5a00_fungi	c0a6013edcd750f053a34cc2e955055c_fungi	25f16fb9e13dc11d9cdb2563441d93ea_fungi	84b78558c3c317566a13f29ab950da23_fungi	4745af0659fd8962bab4c6f134456248_fungi	45072f0f90af585d84d9e8b285570885_fungi	cd6040e6b124b405e0a57b6b2bc182a8_fungi	b5b89cca5a0cb0c01db814cb6f693f9f_fungi	6f919188220b0c82be4439bb63dd189e_fungi	8da1ea508fd29598a72e6a69c9fb5bad_fungi	5f279c746c8e0dc1b9305887f0cbae5a_fungi	2b58ac3373c047a1eebbf7a75e2e0552_fungi	39d163834966cd25a456abec8a6fb0a4_oomycete	cc72eaa86c2be573136acdf59cda9fc3_oomycete	0f9788d4711e28f5164af206bb783e13_oomycete	f797cf2765402dd3d1f72f7838c4a54c_oomycete	8d7bfbf1d9cc089639fe484763c3f188_oomycete	394dace7cd674dc9355c4f64bfada83f_eukaryote	5a7fabdfc2b1915ca336712e300eb727_eukaryote	99318de41dd49424cad9bf4501ab86ce_eukaryote	1f97c28f91d9a257362352f7c2958eb5_eukaryote	d9e763753ea6a20c2a574df095f60580_eukaryote	2a50651b2cbc9fc60afae81923de86d5_eukaryote	cdfb9490b3e043a9832cbace39b2d3fb_eukaryote	2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote	487c6b41204a1730dbfcf55f8b8e3dc1_eukaryote	0b01e4d6558506012d0e1eaf493a5ded_eukaryote	3f795849e5ab98c40f875a580004f9f7_eukaryote	acc6f82c660def2e2f383dfb4f075933_eukaryote	6296e399d6b6f58b22cb3ffc96a1bcfe_eukaryote	850f9456f23d337e109baafd956b54d6_eukaryote
cd6040e6b124b405e0a57b6b2bc182a8_fungi	-0.0411	0.5918	-0.9996	-0.3233	-0.0194	-0.3612	0.0654	-0.9018	0.3518	-0.2027	-0.4536	-0.3242	-0.0668	-0.3529	-0.8228	0.1415	-0.0393	-0.1811	-0.9197	0.2277	-1.6449	-0.6166	0.1173	-0.2222	0.2462	-0.4444	-0.1543	0.3300	-0.0354	-0.6654	0.7440	-0.1788	0.2781	-0.4926	0.1750	0.2681	-1.0398	0.0074	-0.0601	-0.3602	0.0807	-0.5420	-1.0377	-0.8504	-0.2286	-0.0620	-0.0640	1.6435	-0.9880	1.9383	-0.5024	0.5265	-0.1124	-0.1255	-0.0608	0.5339	2.0505	0.9923	0.9721	1.9486	1.2354	1.0144	-0.1867	1.9846	-0.2328	1.1513	6.6601	0.5281	1.1549	-0.6404	0.6508	-0.4310	0.5710	-1.5531	-0.6951	0.1861	-0.1364	0.4748	-0.6421	-0.3592	-0.7667	-1.2119	0.9831	0.7984	-0.4810	0.9161	-0.8029	-0.9079	-0.0144	0.5783	-0.2844
b5b89cca5a0cb0c01db814cb6f693f9f_fungi	-1.5568	-0.8001	-1.5560	-1.0995	-0.4822	0.1262	-1.0821	-0.8708	-1.5275	-1.2925	-1.4595	-0.1364	-1.0596	-0.9909	-0.5020	-1.2216	-0.8754	-0.4872	-0.6740	-1.4811	-0.0276	-1.1309	-0.3341	-0.9730	-0.4945	-0.4960	-0.7058	-0.1707	-0.1282	-0.5395	0.4049	0.1941	-0.6797	-0.3246	-0.6473	-0.5343	0.2738	-1.0930	0.5300	0.2715	-0.8916	-0.3456	1.2623	-0.2529	-0.7409	0.0816	0.1840	1.6694	1.6879	2.4166	0.3783	3.3761	0.9075	1.0780	3.1373	0.3683	2.9497	1.4669	1.4155	1.7235	1.0700	2.3417	0.7066	0.0890	1.8056	1.8279	0.5281	5.2390	1.8572	0.3065	2.2106	0.2570	-0.2847	-0.2133	-0.2738	-1.0057	-0.9402	1.3730	0.7801	-0.8726	-0.8242	-0.7449	-0.2053	0.4057	0.1659	-0.1744	-0.0106	-0.9556	-0.3289	-0.1651	0.1600
6f919188220b0c82be4439bb63dd189e_fungi	-0.9590	-0.5781	-0.8041	-0.7412	-0.7646	-0.2254	-1.0677	-0.3445	-1.5057	-1.3325	-2.0247	-0.8465	-0.8723	-0.9527	-0.8041	-1.4734	-0.8918	-0.5707	-1.1440	-0.1420	0.1042	-0.5900	0.0219	-0.6006	-0.4166	-0.5103	-0.5037	0.8081	0.4711	-0.1795	0.6813	0.3762	-1.0022	-0.3938	-0.5517	-0.5696	0.2163	-0.5736	0.4125	-0.2104	-0.3796	-0.6355	0.5753	-0.1832	-0.1012	-0.0703	0.5074	0.6015	0.3306	1.2090	0.8234	2.2217	1.0846	-0.2780	1.8414	0.2250	1.6228	1.6554	1.9803	0.8610	0.2388	1.6154	0.8865	1.2809	0.1840	0.7753	1.1549	1.8572	5.3427	0.2367	1.3099	-0.2129	1.5996	-2.0482	0.1110	-0.3447	-0.5934	2.5734	0.5227	-0.6620	-0.5074	-1.2676	-0.7457	-0.0530	-0.6591	0.4185	-0.7853	-0.4345	0.2735	0.5936	-0.0247
8da1ea508fd29598a72e6a69c9fb5bad_fungi	0.0938	0.3498	0.0800	-0.7278	-0.5387	-0.5345	-1.3128	0.9483	-0.6495	-0.4989	-0.7073	-0.1893	-0.8663	-1.0117	-0.6140	-1.5975	-0.1043	0.0581	-0.6741	-0.4266	0.1224	-1.8932	0.4480	-0.0951	0.5596	-0.0778	-0.0398	0.4594	0.8803	0.0977	-0.0402	-0.5348	-0.7526	0.5804	0.1904	0.2017	1.1577	-0.2211	0.5429	0.2776	-0.1313	0.0001	0.2834	0.8677	0.4891	0.1022	0.4526	0.9531	-2.5311	-2.7293	0.2350	-0.5820	0.2412	2.1322	1.3659	-1.0405	-1.4603	0.1204	-0.9623	-0.0805	0.0708	-0.1377	-0.1297	0.1928	0.0553	-0.4469	-0.6404	0.3065	0.2367	8.3241	0.2492	4.6668	-0.8728	2.3729	0.7570	0.5581	0.0877	0.9684	2.8934	0.2468	0.3252	0.3891	-1.4221	-0.1114	0.1904	1.4039	0.6557	0.0635	0.3602	0.0745	0.5671
5f279c746c8e0dc1b9305887f0cbae5a_fungi	-0.6089	-0.1387	-1.6066	-1.0940	-0.4188	0.0996	-1.2665	-0.4262	-2.0085	-1.3650	-1.3514	-0.6109	-1.3715	-1.0028	-0.0758	-0.8899	-0.8475	-0.3694	-0.6667	-1.3438	-0.0531	-0.7790	-0.2391	-0.9454	-0.7292	-0.5871	-0.7083	0.1034	0.3086	-0.8021	-0.0711	-0.0371	-0.6416	-0.1692	-0.6670	-0.6355	0.1848	-1.1159	0.1672	0.1482	-0.8278	-0.2534	0.2023	-0.2221	-0.8591	0.0232	0.4566	2.2869	1.1700	1.7329	0.2023	2.5538	0.8506	1.5019	1.7429	0.5213	1.6602	1.5746	1.3525	1.6436	0.5709	2.1039	2.0683	-0.0830	0.5616	1.4771	0.6508	2.2106	1.3099	0.2492	4.5252	0.5681	-0.7511	1.0280	-0.2455	-0.5337	-1.0765	0.4864	1.3174	-0.5803	-0.6624	-0.6700	-0.6396	0.3627	-0.2557	-0.4950	0.2126	-1.0051	-0.1142	-0.0985	0.2802
2b58ac3373c047a1eebbf7a75e2e0552_fungi	0.3741	0.6320	-0.1096	-0.3695	-0.3401	-0.1517	-1.1589	2.7198	-0.0815	-0.4716	0.4267	-0.7387	-0.2243	-1.4663	-0.3973	-1.2240	0.8247	0.0424	0.1455	-0.1452	-0.8906	-1.7849	0.0171	0.1291	-0.6389	-0.1569	-0.2249	0.3747	0.3713	-0.3907	-1.5612	-0.6991	-0.6909	0.6005	0.7444	-0.0409	0.2310	0.0248	-0.4276	0.0955	-0.0015	0.3250	-0.0749	0.4903	-0.1918	-0.2468	0.0265	0.6909	-2.7234	-3.2470	0.3060	-0.6039	0.2324	2.4812	0.9868	-1.1642	-1.6929	-0.2698	-1.7369	-0.1430	-0.1091	0.4151	-0.2187	-0.2257	-0.1656	-0.9372	-0.4310	0.2570	-0.2129	4.6668	0.5681	8.8296	0.8594	3.6809	0.8973	-0.2483	0.1295	0.9091	3.1185	0.4537	0.1715	0.9725	-0.9858	0.3563	0.2273	0.4232	0.4593	0.4723	0.4692	0.0642	1.0497
39d163834966cd25a456abec8a6fb0a4_oomycete	1.8426	1.9405	0.2197	0.6506	0.0272	1.1037	-1.9602	1.5639	1.2039	0.1229	1.6326	-0.9906	1.9562	-1.5956	-0.8674	0.0041	0.7749	-0.3176	-0.2463	0.2170	-2.5574	-1.7106	0.4732	-0.0206	1.2367	-0.0827	1.0135	1.3848	0.4166	2.0082	-0.5133	0.5491	0.6653	-0.0385	0.4340	0.3100	-0.4785	-0.2647	0.4551	0.0431	0.1393	0.1909	0.4061	-0.6918	1.2058	2.0285	-0.0125	0.3332	0.4617	-1.8504	3.6251	0.5772	0.5365	-4.7190	-0.8390	-2.7186	0.1162	-0.7740	0.3779	-0.4075	-0.7105	0.7545	-2.1760	1.1091	-0.8721	0.7632	0.5710	-0.2847	1.5996	-0.8728	-0.7511	0.8594	24.7065	-5.9998	-1.5342	-1.0924	0.6404	14.7709	-4.0851	1.3706	-0.9532	-1.0763	1.0963	-0.2722	-0.1057	-0.0579	0.1370	0.2024	2.6340	0.2090	0.4524
cc72eaa86c2be573136acdf59cda9fc3_oomycete	-2.9209	2.7751	-0.1827	-1.6765	-0.0307	0.7105	-0.9184	4.2350	-1.8374	-2.1317	1.0516	-0.1189	-1.1445	-1.7102	1.3349	-1.9828	0.5964	-0.4407	0.9536	-1.1258	1.8278	-0.1186	-0.4123	0.0732	-0.9919	0.8646	1.5222	-1.9248	0.7715	-1.8291	-2.4220	-0.8780	0.1417	-0.6760	-0.7871	-0.3792	-0.7860	-0.4008	-0.3506	1.2211	0.0188	0.9981	1.7905	2.6533	-0.1793	0.1143	0.6010	-1.1262	2.1360	-1.9088	-1.7544	0.9719	1.9905	4.0510	1.3364	2.6861	-1.1706	1.4096	-1.0919	-0.0168	0.5618	0.6709	2.0398	-3.4446	-0.5552	-1.4048	-1.5531	-0.2133	-2.0482	2.3729	1.0280	3.6809	-5.9998	21.0691	1.1129	0.5556	-0.2494	-3.9073	12.4639	1.4711	1.0256	1.3429	-1.0650	0.6531	0.9944	-2.8712	0.3118	1.6044	-0.0268	-1.3722	1.0130
0f9788d4711e28f5164af206bb783e13_oomycete	-0.8617	-0.6831	0.2040	-0.8894	0.7344	-0.6171	0.0777	1.3711	-0.3559	1.1845	-0.5920	0.7847	-0.7583	-0.0897	0.4399	-0.1474	-0.0287	0.6773	-0.0902	0.2389	1.1548	0.0898	0.6715	0.2581	-0.3592	0.0432	-0.3874	0.4070	0.2136	-0.7978	0.6785	1.0663	-0.4879	-0.1819	0.6080	0.4463	0.3523	0.0513	-0.0208	-0.2356	0.5841	0.4274	0.5853	-0.1163	-0.0628	-0.5409	0.1212	-0.1230	-0.5068	-0.6446	0.1648	-0.4010	0.5110	0.9724	-0.5029	-1.0512	-0.9285	-0.8444	-0.2351	-0.6652	-0.6505	-0.5326	1.7163	-0.6932	-0.3436	-0.5983	-0.6951	-0.2738	0.1110	0.7570	-0.2455	0.8973	-1.5342	1.1129	6.9612	2.2344	1.1973	0.4029	0.6034	-0.9292	0.4285	0.1027	-0.9825	-1.0258	-0.6908	0.1841	-0.1986	0.1154	-0.1049	-0.4380	-0.3099
f797cf2765402dd3d1f72f7838c4a54c_oomycete	-0.2740	0.8584	0.2900	-1.5180	-0.0230	-0.6749	0.2591	-0.3060	-0.0381	0.5029	-0.4497	1.4261	-0.4251	0.8350	1.5611	0.6937	-0.5509	0.2243	-0.7236	-0.7155	1.8662	0.5048	0.8239	0.5811	0.2275	0.6282	-0.1372	-0.2659	-0.1126	-0.4342	0.3803	0.0908	-0.0018	-0.9113	-0.1057	0.8087	0.8705	0.0564	0.3523	0.3493	0.3146	-0.2111	-0.3907	0.1119	0.0285	-0.0287	0.0630	-0.5592	-0.4950	-0.1667	-0.4091	-0.1045	-0.7521	0.1953	-0.2935	-0.5568	0.2977	-0.6335	-0.9440	0.3093	0.3622	-0.4778	1.0001	-0.6793	-0.6305	-0.6256	0.1861	-1.0057	-0.3447	0.5581	-0.5337	-0.2483	-1.0924	0.5556	2.2344	6.5070	0.8859	-1.5380	-1.1666	0.4293	0.2986	-0.1812	-0.1471	0.0374	0.1523	-0.6726	0.2874	0.1543	-0.2293	0.0850	-0.0629
8d7bfbf1d9cc089639fe484763c3f188_oomycete	0.4452	0.1069	0.0129	0.4638	1.3099	-0.0601	0.0535	0.2804	0.5058	0.7242	0.5755	0.1701	0.4366	-0.4903	-0.0585	0.4865	1.1677	1.0388	0.8562	2.0030	-0.3815	-1.1182	-0.4148	0.7463	0.2473	0.2627	0.5351	0.5490	0.0529	-0.4873	0.0196	0.1784	-0.0400	0.4438	1.4194	0.0576	-0.4800	1.7657	-0.2510	-0.8899	1.2492	0.9560	0.4959	-0.0192	0.6874	-0.7966	0.2267	-1.3564	-1.4829	-0.5387	-0.0352	-0.7848	-0.7337	-0.4989	-0.8776	-0.2916	-0.5838	-1.4524	-0.5300	-0.5022	-0.2336	-0.6699	-0.4312	0.2523	-0.8887	-0.9805	-0.1364	-0.9402	-0.5934	0.0877	-1.0765	0.1295	0.6404	-0.2494	1.1973	0.8859	4.8551	-1.3399	-0.9665	-0.1598	1.1301	0.9750	0.9197	-0.2262	-0.0200	0.4335	-0.4595	-0.3386	-1.0025	-0.5762	0.1110
394dace7cd674dc9355c4f64bfada83f_eukaryote	0.0114	-0.5119	0.1445	-1.3641	-0.8679	0.3841	-2.1669	1.3356	-0.8672	-1.1548	-1.4446	-1.3330	-0.4522	-2.1209	-2.0798	-1.9264	-1.0067	-0.8592	-2.0336	-2.0544	-1.0930	-1.3351	0.4721	-0.5377	0.6784	-0.3548	-1.1476	1.8749	1.2091	1.5375	0.2253	1.1626	-0.8892	-0.5530	-0.6549	0.8006	0.5508	-1.9230	0.0532	0.1313	-1.3927	-0.4822	-0.3520	0.2450	0.0971	1.5074	0.5688	1.3384	1.0317	0.6899	2.8409	1.5352	3.1545	-3.1157	0.7528	-1.7150	1.5558	0.9847	1.8657	0.6071	0.0182	1.2623	-0.0345	1.5331	0.5836	3.1179	0.4748	1.3730	2.5734	0.9684	0.4864	0.9091	14.7709	-3.9073	0.4029	-1.5380	-1.3399	19.6728	3.1275	-0.4426	-0.8674	-2.0277	-1.8337	0.3999	-0.4511	0.3468	-0.0222	0.5222	2.3433	0.5574	0.5199
5a7fabdfc2b1915ca336712e300eb727_eukaryote	-2.8360	1.9288	1.0492	-1.2789	-0.6535	1.2413	-1.4038	4.5298	-2.0368	-0.8511	-1.9501	-2.3917	-2.1149	-2.5277	-0.4024	-2.5281	-0.2985	-0.6205	-1.0793	-1.5618	1.1501	0.3106	0.0991	-0.5101	-0.0586	0.6783	-0.1803	0.3993	1.9503	-1.1716	-1.2046	0.2103	-0.1409	-0.5328	-0.4222	0.2563	0.9208	-1.1746	-0.1570	1.0241	-0.6589	0.1972	-0.1202	2.5075	-0.2171	0.1830	0.9368	-0.9812	-0.5007	-0.8715	-0.3774	1.0482	3.1840	-0.7353	1.5348	1.1811	-0.8387	1.9713	0.6690	0.3767	0.5017	0.8141	1.1187	-0.0000	-0.2939	0.1436	-0.6421	0.7801	0.5227	2.8934	1.3174	3.1185	-4.0851	12.4639	0.6034	-1.1666	-0.9665	3.1275	18.6836	-0.4706	-0.8006	-0.9477	-3.0890	1.4466	0.1872	-1.1306	0.3228	0.7767	1.0218	0.2949	0.8512
99318de41dd49424cad9bf4501ab86ce_eukaryote	0.8403	2.5085	0.0484	0.0838	-1.0124	0.5946	0.2005	1.2052	1.0196	0.1594	0.5943	0.7834	-0.5788	0.2909	1.4317	0.8056	-0.3707	-0.8133	-0.9933	-0.8612	0.0627	0.8125	-0.2683	0.5865	0.1187	0.0612	0.6455	-0.7508	-0.2085	1.4962	-0.6664	-0.0033	0.5443	-0.5753	-0.9562	-1.2243	0.5799	0.1531	-0.2597	1.4095	0.3522	-0.6605	-1.0823	0.2115	-0.0680	0.6716	0.2681	0.0605	2.3096	-1.2138	-0.5409	0.5107	0.3083	-1.3269	0.0035	-0.5001	-1.5677	-0.5843	-0.6530	-1.0224	-0.8000	-0.5395	0.2612	-0.1293	-0.4914	-1.6114	-0.3592	-0.8726	-0.6620	0.2468	-0.5803	0.4537	1.3706	1.4711	-0.9292	0.4293	-0.1598	-0.4426	-0.4706	9.0061	0.8483	0.5312	-0.1896	-0.4668	0.3193	-1.4849	0.7026	1.4104	-0.0699	-0.1362	-0.3212
1f97c28f91d9a257362352f7c2958eb5_eukaryote	0.1940	-1.5142	-1.2717	0.0051	1.1721	-0.3830	-0.4546	-0.8006	-0.1444	-1.1582	0.5014	0.7073	0.0523	0.2650	0.2877	0.0588	0.3839	0.4395	1.0709	0.2855	-0.0447	-1.2370	-0.5284	0.4419	-0.1824	-0.0111	-0.1213	-0.6079	-0.4718	0.0842	0.3941	-0.1089	-1.2696	0.6959	0.8294	-0.8808	-0.5698	1.4284	0.3611	-1.0948	0.7771	0.7733	1.5036	0.6602	0.0632	-0.6588	0.2976	-1.0325	0.3086	-0.0980	-0.1201	-0.1287	-0.2201	0.2778	-0.1141	0.0273	-0.5126	-0.4314	0.1113	-0.7537	0.1409	-0.4115	-0.4361	-1.1579	0.2936	-0.6212	-0.7667	-0.8242	-0.5074	0.3252	-0.6624	0.1715	-0.9532	1.0256	0.4285	0.2986	1.1301	-0.8674	-0.8006	0.8483	5.4691	2.0196	1.0827	0.6097	0.9444	0.3650	0.2838	0.5927	-0.9209	0.3764	0.9025
d9e763753ea6a20c2a574df095f60580_eukaryote	0.2521	-1.0902	-0.0539	0.2608	0.9216	0.0100	0.1893	0.3795	0.5379	-0.4496	1.9193	0.7070	0.2694	0.7911	1.4313	0.2066	0.7004	0.5603	1.2248	0.0724	0.5055	-1.0128	-0.6107	0.2368	-0.0258	-0.2371	0.4341	-0.4850	-0.5074	0.2803	-0.1602	-0.4576	-0.6576	0.9535	0.9280	-0.5375	-0.2487	0.8597	-0.3440	-0.3979	0.6678	0.6629	0.7782	0.6298	0.0333	-0.1244	-0.2310	-0.5632	-0.7689	-0.7016	-0.5812	-0.8157	-1.1260	0.1292	-0.6801	-0.4911	-0.6264	-0.5227	-1.2550	-0.4338	-0.3838	-0.7090	-0.5176	-1.3552	0.5618	-1.3286	-1.2119	-0.7449	-1.2676	0.3891	-0.6700	0.9725	-1.0763	1.3429	0.1027	-0.1812	0.9750	-2.0277	-0.9477	0.5312	2.0196	5.0611	0.7614	-0.0052	1.3250	0.7729	0.5593	0.7478	-0.2611	-0.1162	0.5652
2a50651b2cbc9fc60afae81923de86d5_eukaryote	-0.0413	0.3179	-0.5965	-0.2319	0.7856	-0.4606	0.5260	-1.3443	0.4975	-0.2329	1.2307	0.8241	-0.0048	-0.6555	0.0849	0.1700	1.5716	0.5459	1.5050	1.1494	-1.3127	-1.7889	-0.1895	0.6350	0.4571	0.0506	0.8255	0.0471	-1.1209	-0.0661	1.0894	-1.0828	0.0178	0.3652	1.3961	-0.5042	-0.9674	1.2146	-0.1221	-0.4707	0.8336	0.6416	0.8985	-0.1067	0.1779	0.2911	-0.5290	-0.5823	-0.1322	0.8190	-0.4713	0.4589	-1.1359	0.1001	-0.1649	-0.2804	0.5322	-0.1912	-0.0400	-0.1691	0.8090	-0.2187	-1.2365	1.5013	0.6695	-0.0653	0.9831	-0.2053	-0.7457	-1.4221	-0.6396	-0.9858	1.0963	-1.0650	-0.9825	-0.1471	0.9197	-1.8337	-3.0890	-0.1896	1.0827	0.7614	8.1131	-0.4784	0.7462	0.2218	0.0355	-0.5543	-0.8868	0.9368	0.4352
cdfb9490b3e043a9832cbace39b2d3fb_eukaryote	-0.4660	0.3273	0.0322	-0.6705	0.0953	0.4073	-0.2919	-0.9702	0.2211	0.3173	0.1742	-0.3464	-0.0842	0.2985	-0.3116	0.3202	-0.7783	-0.5962	-0.2925	-1.1216	0.1418	0.3813	-0.6218	-0.4249	0.3059	-0.0772	0.4361	-0.4004	-0.1358	-0.8684	-0.5453	-0.1198	-0.0751	-0.6896	-0.4708	-0.2580	0.2177	-0.4102	-0.4031	0.1207	-0.2640	-0.4209	-0.7227	-0.0510	-0.2154	0.2552	-0.0506	0.0839	0.3275	1.2068	-0.5806	0.1361	-0.1816	-0.5723	0.3393	0.6065	1.0329	-0.2740	0.4931	0.7167	0.8983	0.2418	0.1268	-0.1418	-0.3086	0.0807	0.7984	0.4057	-0.0530	-0.1114	0.3627	0.3563	-0.2722	0.6531	-1.0258	0.0374	-0.2262	0.3999	1.4466	-0.4668	0.6097	-0.0052	-0.4784	4.9539	0.8744	-0.1542	0.0264	-0.1762	0.3322	0.6881	0.8633
2a260e6160f0ac4a2e115072d5b0cd0f_eukaryote	-0.6174	-0.8052	-0.4690	-0.6479	0.0203	-0.2911	-0.7762	-0.9222	-0.3516	-0.7850	0.2182	0.5817	-0.6743	0.0155	1.0012	-0.3211	-0.0377	-0.1762	0.6041	-0.3001	0.3094	-0.5726	-0.2858	-0.4198	0.4057	0.0926	0.0984	-0.1242	0.0249	-0.0221	0.0384	-0.9160	-0.6750	0.0549	0.3553	-0.3548	0.3352	0.4187	-0.0267	-0.2144	-0.0049	-0.0483	0.0836	0.3094	0.2818	0.3259	0.1511	-0.2614	0.4834	0.1915	-0.2225	0.1260	-0.6428	-0.2857	0.1653	-0.1373	0.3798	-0.1112	-0.2475	-0.2507	0.6471	0.0216	-0.4640	-0.6146	0.7018	-0.2391	-0.4810	0.1659	-0.6591	0.1904	-0.2557	0.2273	-0.1057	0.9944	-0.6908	0.1523	-0.0200	-0.4511	0.1872	0.3193	0.9444	1.3250	0.7462	0.8744	3.4590	0.1546	0.6207	0.3608	0.3872	0.7988	0.1734
487c6b41204a1730dbfcf55f8b8e3dc1_eukaryote	0.9018	-0.0430	-0.4912	1.2080	1.0468	-0.0396	-0.1434	-1.8457	0.2339	0.7228	-0.4844	0.1310	0.3448	-0.7453	-1.2147	0.2210	0.5166	0.8038	0.7624	1.6786	-1.6671	-1.1406	-1.0534	-0.3845	0.9595	-0.2449	0.5324	1.6008	1.2274	1.1977	1.2629	-0.0012	-0.3416	0.2032	1.0051	0.4282	0.1462	0.1515	0.5294	-0.4088	0.2901	0.1626	-0.2801	-0.0385	-0.1098	0.1946	0.6124	0.8238	-2.7536	-1.7440	2.5480	-1.4837	0.2721	-1.1634	-0.8964	-0.6080	-0.2507	-0.4311	-0.3376	-0.1513	0.2414	-0.4325	-0.1373	0.7422	0.1907	-0.6730	0.9161	-0.1744	0.4185	1.4039	-0.4950	0.4232	-0.0579	-2.8712	0.1841	-0.6726	0.4335	0.3468	-1.1306	-1.4849	0.3650	0.7729	0.2218	-0.1542	0.1546	10.2633	0.5065	-0.9364	-0.7153	0.2955	0.3245
0b01e4d6558506012d0e1eaf493a5ded_eukaryote	-0.0642	-0.3758	0.0577	-0.2433	0.1907	0.4286	-0.0897	-0.7452	0.3139	0.5656	-0.0001	0.4522	-0.7443	0.3387	0.7210	0.6423	0.0140	0.0943	0.1604	-1.0240	0.2585	-0.5361	0.1501	0.3722	0.5423	-0.0361	0.5172	-0.0520	-0.2568	0.2875	-0.0668	0.0572	0.1291	0.1592	-0.0874	-0.1630	0.4073	0.3386	-0.0002	0.3788	-0.4085	0.1106	-0.7001	-0.0618	-0.0628	0.4870	-0.0584	0.1080	0.2861	-1.2577	-0.0139	-0.0832	-0.7961	-0.4529	0.1635	-0.6399	-0.7835	-0.3874	-1.2403	-0.2610	-0.4816	-0.6062	0.1186	-0.5024	0.5459	-0.3947	-0.8029	-0.0106	-0.7853	0.6557	0.2126	0.4593	0.1370	0.3118	-0.1986	0.2874	-0.4595	-0.0222	0.3228	0.7026	0.2838	0.5593	0.0355	0.0264	0.6207	0.5065	4.7694	0.1629	0.3768	0.7404	0.1364
3f795849e5ab98c40f875a580004f9f7_eukaryote	0.5132	-0.4653	0.8201	0.9769	-0.4969	-0.6127	0.1079	1.3290	0.2572	-0.4140	0.6269	0.3221	0.1621	0.1056	0.2371	-0.7687	0.4736	-0.9867	-0.0291	0.2983	0.8038	0.5322	0.2820	-0.0178	-0.4424	-0.3925	0.1492	-0.6445	0.2344	1.3628	-0.6127	0.2928	-0.2614	-0.3918	-0.0721	-0.3411	-0.0116	-0.0472	-0.1630	-0.0617	-0.0859	-0.3232	-0.6624	0.6585	0.0087	-0.1659	0.0795	-1.1858	0.4166	-0.0958	-0.5288	-0.5765	0.2559	-0.2362	-0.5787	0.7791	-0.6070	0.9124	0.7865	-1.0728	-0.4733	-0.4841	-0.1256	-0.5323	-0.0765	-0.3758	-0.9079	-0.9556	-0.4345	0.0635	-1.0051	0.4723	0.2024	1.6044	0.1154	0.1543	-0.3386	0.5222	0.7767	1.4104	0.5927	0.7478	-0.5543	-0.1762	0.3608	-0.9364	0.1629	5.1662	0.3047	-0.2148	-0.2491
acc6f82c660def2e2f383dfb4f075933_eukaryote	0.9328	2.1572	0.8868	-0.2918	-1.1401	-0.2138	-0.1090	1.0072	-0.2680	0.6292	0.2994	-0.3933	-0.4520	-0.0762	0.5221	-0.8343	-0.5429	-0.9219	-0.8791	-0.0116	0.3075	1.2777	0.5715	-1.0136	-0.0562	-0.6283	-0.2827	0.7754	0.5373	1.4023	0.0424	-0.6911	0.3760	-0.8566	-1.1007	1.0675	-0.0855	-0.9598	0.5146	0.5794	-0.8202	-0.6511	-1.7126	-0.1956	-0.0762	0.5400	0.1629	0.2118	0.5036	-0.9412	-0.0229	-1.1895	-0.3151	0.0109	-0.8482	-0.5384	-1.1377	0.4406	0.0616	0.0943	-0.3480	-0.3328	-0.1952	1.2972	-0.3934	-0.4714	-0.0144	-0.3289	0.2735	0.3602	-0.1142	0.4692	2.6340	-0.0268	-0.1049	-0.2293	-1.0025	2.3433	1.0218	-0.0699	-0.9209	-0.2611	-0.8868	0.3322	0.3872	-0.7153	0.3768	0.3047	9.6603	0.8171	0.3356
6296e399d6b6f58b22cb3ffc96a1bcfe_eukaryote	-0.2136	-0.3189	-0.0626	-1.0161	-0.0099	-0.2179	-0.2763	-1.5621	-0.0288	-0.0141	-0.8118	0.1479	-0.7691	0.1893	-0.0968	-0.4908	-0.5918	-0.0007	-0.2439	0.1791	-0.3946	-0.6649	0.2772	0.2163	0.7282	0.6668	-0.0932	0.6072	-0.0423	-0.2991	0.8316	-0.9892	-0.2092	0.0661	0.1694	0.1856	0.1739	1.0640	0.4623	0.2963	0.2874	-0.2047	-0.5727	0.2510	0.6909	0.6569	0.2338	-0.5478	-0.2501	-0.0148	0.1370	-0.0900	-0.1807	-1.1757	-0.2246	-0.1737	-0.0543	0.2018	-0.4852	-0.5488	0.3428	-0.4451	-0.6166	1.4557	0.6813	-0.2957	0.5783	-0.1651	0.5936	0.0745	-0.0985	0.0642	0.2090	-1.3722	-0.4380	0.0850	-0.5762	0.5574	0.2949	-0.1362	0.3764	-0.1162	0.9368	0.6881	0.7988	0.2955	0.7404	-0.2148	0.8171	4.3530	0.3969
850f9456f23d337e109baafd956b54d6_eukaryote	-0.4617	-0.0881	-1.1929	-0.5144	0.3380	0.0979	-0.8141	-0.4963	-0.6082	-0.7628	0.0298	-0.1301	-0.0176	-0.4138	-0.0099	-0.5665	-0.1841	0.1876	0.1623	-0.7456	-0.4866	-0.9469	-0.5012	-0.0443	-0.3049	0.4880	0.2756	0.0771	-0.0787	-0.0557	0.6668	-0.8451	-0.3171	0.0886	-0.1732	-0.2657	-0.0916	-0.1621	-0.0972	0.2231	0.2166	0.3052	0.3139	0.7855	-0.4503	-0.3560	-0.2788	-0.3400	-0.2344	-0.2602	0.4893	0.1513	0.5653	0.0674	0.3133	0.5455	-0.2676	-0.0431	-0.3560	0.1716	0.2286	-0.0864	0.0079	-0.0241	0.3146	-0.0347	-0.2844	0.1600	-0.0247	0.5671	0.2802	1.0497	0.4524	1.0130	-0.3099	-0.0629	0.1110	0.5199	0.8512	-0.3212	0.9025	0.5652	0.4352	0.8633	0.1734	0.3245	0.1364	-0.2491	0.3356	0.3969	4.0133
