Id,name,BetweennessCentrality,ClosenessCentrality,Degree,NeighborhoodConnectivity,Stress,Radiality,TopologicalCoefficient,kingdom,a_d_vis
0001,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0.0018781935819421,0.5477707006369427,45,62.17777777777778,1528,0.9943453329085696,0.2409991386735572,bacteria,0
0002,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0.0051446863145146,0.6231884057971014,102,79.16666666666667,6260,0.9958585536795156,0.3068475452196382,bacteria,0
0003,8a9c84e7a7a0bbd8676a92d4435fe8a4_bacteria,0.0009974851504340775,0.5431578947368422,41,76.1951219512195,1054,0.9942391419772753,0.2953299300434864,bacteria,0
0004,6025a8d68dfe9ed561f3501b70ef5274_bacteria,0.0066243318459396,0.649874055415617,119,79.15126050420169,8490,0.9963098651375172,0.3067878314116344,bacteria,0
0005,c861b1ec2e390a9906dec7ee827ab766_bacteria,0.0009395597031927464,0.5386221294363257,37,71.16216216216216,884,0.9941329510459808,0.2758223339618688,bacteria,0
0007,61781934a20bd3368b0737d605f29468_bacteria,0.0020340304583147,0.5572354211663066,53,74.26415094339623,1866,0.9945577147711586,0.2878455462922334,bacteria,0
0008,11d0b6aaf61245ed190220edb6779865_bacteria,0.0021397871135593,0.5682819383259912,62,75.88709677419355,2372,0.9947966443665712,0.2941360340085021,bacteria,0
0010,943689dc4b1c713707c1520019c4e91d_bacteria,0.0036820335789968,0.583710407239819,74,76.04054054054055,3574,0.9951152171604544,0.2947307772889168,bacteria,0
0011,c4e15ee4c6a6debb8ef308d21e737e8e_bacteria,0.0054874143251181,0.6262135922330098,104,79.33653846153847,6420,0.995911649145163,0.3075059630292188,bacteria,0
0013,0cb8dc0c56bd0e3524dba46d210b26c9_bacteria,0.0057137186705554,0.6157517899761337,97,75.6701030927835,5766,0.9957258150153976,0.293294973227843,bacteria,0
0014,a11e7d00f7f42af59b01f4684a52fa9d_bacteria,0.0031915491516796,0.5746102449888641,67,69.41791044776119,2946,0.9949293830306892,0.2690616684021751,bacteria,0
0015,410eb181ab34fd951e2c531978b6faae_bacteria,0.0082658972741015,0.6632390745501285,127,78.37007874015748,9884,0.9965222470001062,0.3037599951168894,bacteria,0
0016,e8685172a54f1bfdffcce32273cb42f3_bacteria,0.0068291794734817,0.6531645569620252,121,79.93388429752066,8730,0.9963629606031644,0.3098212569671343,bacteria,0
0017,30915dab539abea2a31d47ae7d90792e_bacteria,0.0031759423558054,0.5903890160183066,79,79.18987341772151,3538,0.9952479558245724,0.3069374938671376,bacteria,0
0018,064cd789fb8e827f4ab320316d71e12a_bacteria,0.0081884322322804,0.6482412060301507,118,77.87288135593221,8864,0.9962833174046936,0.3018328734726054,bacteria,0
0020,fb613c9c4a86c7589b321ffb051a485c_bacteria,0.0025087412672563,0.589041095890411,78,84.61538461538461,3160,0.9952214080917487,0.3279666070363745,bacteria,0
0021,cfad561ce0a5f1aaddf0970d204a1e35_bacteria,0.0055579618342799,0.6323529411764707,108,80.31481481481481,6736,0.9960178400764574,0.3112977318403675,bacteria,0
0024,520fe6acd695f8e09998c6746855e420_bacteria,0.0032001589373364,0.5944700460829493,82,80.84146341463415,3720,0.9953275990230436,0.3133390054830781,bacteria,0
0025,3ade6fe2d83cee514a202e7c8237dc14_bacteria,0.0029739790335473,0.593103448275862,81,82.30864197530865,3566,0.99530105129022,0.3190257440903435,bacteria,0
0026,eb434ae05f7cf08515f5a9eedc7b77b9_bacteria,0.0026829175410321,0.593103448275862,81,82.49382716049382,3466,0.99530105129022,0.3197435161259451,bacteria,0
0027,a596ae48f107278dfad5dc9a569a633f_bacteria,0.0021846936571764,0.5596529284164858,55,71.89090909090909,2072,0.994610810236806,0.2786469344608879,bacteria,0
0029,54693a9cf3c76c547dc9b56b6e9b266f_bacteria,0.0054908012513608,0.6056338028169014,90,74.46666666666667,5108,0.9955399808856324,0.2886304909560723,bacteria,0
0030,f26613069d47c75ba35ac6e391427f1d_bacteria,0.0020694236044198,0.57847533632287,70,84.18571428571428,2378,0.99500902622916,0.3263012181616833,bacteria,0
0031,3c2ce1fb455f0c4db329115c9d355ab3_bacteria,0.0048909675167439,0.5797752808988764,71,63.985915492957744,3856,0.9950355739619836,0.2480074243913091,bacteria,0
0032,bd6595653c85ab4ed0535ca16ddfa7ae_bacteria,0.0053891029970582,0.6292682926829268,106,77.5,6744,0.9959647446108102,0.3003875968992248,bacteria,0
0033,727a0019cd714f3c1254b93a94a9aabe_bacteria,0.0064138996705622,0.649874055415617,119,79.4873949579832,8420,0.9963098651375172,0.3080906781317178,bacteria,0
0035,427faf4c79ebf8288c8dc1c34cb6273e_bacteria,0.0128040288923425,0.6972972972972973,146,76.13698630136986,13958,0.997026653923755,0.295104598067325,bacteria,0
0036,2f25e52d298c8f4f1f4b648383bed31c_bacteria,0.0046352666035734,0.6292682926829268,106,81.19811320754717,6320,0.9959647446108102,0.3147213690215006,bacteria,0
0037,53d2340d5f7b4ef070da39397346b625_bacteria,0.0072182659642365,0.659846547314578,125,79.128,9384,0.996469151534459,0.3066976744186046,bacteria,0
0038,4faf22474cef7bf9d255c73cd9db118e_bacteria,0.0018502161372955,0.5572354211663066,54,76.94444444444444,1872,0.9945577147711586,0.2993947254647643,bacteria,0
0039,12ce93ddd82908b0631426465fc4feff_bacteria,0.0040145197309979,0.6056338028169014,90,80.13333333333334,4714,0.9955399808856324,0.310594315245478,bacteria,0
0040,66e3d8d65c7d38086039152ae0eea786_bacteria,0.0024562044577394,0.583710407239819,74,81.5,3086,0.9951152171604544,0.315891472868217,bacteria,0
0041,9f9db7a86cad05f5ce499615c163e8a9_bacteria,0.0029372892191889,0.602803738317757,88,83.42045454545455,3950,0.9954868854199852,0.3233350951374207,bacteria,0
0042,be23ac7180eac196be3e0514333d4301_bacteria,0.0059802076474994,0.6354679802955665,110,78.98181818181818,7164,0.9960709355421046,0.3061310782241014,bacteria,0
0043,f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria,0.0040580487798559,0.6084905660377359,92,78.40217391304348,4892,0.9955930763512796,0.3038843950117964,bacteria,0
0045,d96989fc36f17efec684123db1413110_bacteria,0.0038354570912462,0.6099290780141844,93,80.2258064516129,4678,0.9956196240841032,0.3109527381845461,bacteria,0
0046,2ec351ef72927f2bc76225d8277dc602_bacteria,0.0035211672595047,0.6070588235294118,91,82.15384615384616,4514,0.995566528618456,0.3184257602862254,bacteria,0
0047,d4143a84fa86f4939237b7d4e33cfc4d_bacteria,0.0065211372015696,0.6515151515151515,120,81.06666666666666,8400,0.9963364128703408,0.3142118863049095,bacteria,0
0048,8c4947f4462ed1efbb71564b6c9aa0cb_bacteria,0.0051680763116322,0.6201923076923077,100,78.52,5920,0.9958054582138686,0.3043410852713178,bacteria,0
0050,f733c60397f7fc312c9cdce5c6d9aba1_bacteria,0.0019402826991466,0.5620915032679739,57,73.45614035087719,2020,0.9946639057024532,0.2847137222902217,bacteria,0
0051,db38587cad3ac0e5373ae4ad85d4d1f6_bacteria,0.0018193211473354,0.5657894736842105,60,82.68333333333334,2022,0.994743548900924,0.3204780361757106,bacteria,0
0052,8cf55f42a9d1f25bc15720205db748b4_bacteria,0.0020860540374542,0.5645514223194749,59,71.20338983050847,2240,0.9947170011681002,0.2759821311260018,bacteria,0
0053,79cdbdf95f8596a1e17750c68ea553e9_bacteria,0.0053696506490689,0.6084905660377359,92,77.68478260869566,5844,0.9955930763512796,0.3011038085608358,bacteria,0
0054,dee54165b25b1b80bf40b51130dc690d_bacteria,0.0036107659861065,0.5771812080536913,69,68.17391304347827,3286,0.9949824784963364,0.2642399730367374,bacteria,0
0055,623e85cafaa7d77615b1f2c4a51a4e58_bacteria,0.0060656032060802,0.645,116,81.36206896551724,7766,0.9962302219390464,0.3153568564554931,bacteria,0
0056,7aa9b372d4c2cd1b6390bfd19e9a11a6_bacteria,0.0027144896236278,0.5720620842572062,65,73.33846153846154,2662,0.994876287565042,0.284257602862254,bacteria,0
0057,701694874cb668b3c8b28556d6894c31_bacteria,0.0045981112486561,0.6128266033254157,95,76.02105263157895,5474,0.9956727195497505,0.2946552427580579,bacteria,0
0059,e2b4a9650cb0b33c1220554634223c59_bacteria,0.0018893071550586,0.5572354211663066,53,75.84905660377359,1756,0.9945577147711586,0.2939885914874945,bacteria,0
0061,d54ca076b9cf97723c4a8be8304c05e1_bacteria,0.0023415098162271,0.583710407239819,74,82.98648648648648,2866,0.9951152171604544,0.3216530483972344,bacteria,0
0062,9fc26e6596f0b0189c6b268cc4d8d67b_fungi,0.0017039122159442,0.5501066098081023,48,68.33333333333333,1588,0.9943984283742168,0.2658884565499351,fungi,0
0063,a4830ec2beeeeaef48f6d7f401df4241_fungi,0.006546580302674,0.6370370370370371,111,80.76576576576576,8048,0.9960974832749282,0.3130456037432781,fungi,0
0064,12907f7fde00bb40c358a652d79ffcb6_fungi,0.0072326826997966,0.6216867469879518,101,71.6930693069307,7322,0.995832005946692,0.2778801135927546,fungi,0
0065,89206af4589b68a36b3313e1be7c6448_fungi,0.0026157169215157,0.567032967032967,61,69.06557377049181,2436,0.9947700966337476,0.2676960223662473,fungi,0
0066,d7a05ca6b0cf4959a1d5af8842fb78fa_fungi,0.0037082486825137,0.6113744075829384,94,81.81914893617021,4936,0.9956461718169268,0.3171284842487217,fungi,0
0067,9561dff2fb67039404a8a5d6c669959c_fungi,0.0049011484354572,0.6262135922330098,104,80.61538461538461,6298,0.995911649145163,0.3124627310673822,fungi,0
0068,9a06988e426d7ef4663c568dcd331ca0_fungi,0.0037359150787224,0.5850340136054422,75,77.86666666666666,3510,0.995141764893278,0.3018087855297157,fungi,0
0069,16010d640ae1f9ef8b46d9778d31166d_fungi,0.0027106074405846,0.6,86,83.5,3878,0.995433789954338,0.3236434108527132,fungi,0
0070,6dec4a7642385d3256e7c0ab2c05366d_fungi,0.0052857179147831,0.6070588235294118,91,71.49450549450549,5442,0.995566528618456,0.277110486412812,fungi,0
0071,5743cd46a67f26fc2a0a910a35f1b12f_fungi,0.0037278759340129,0.5903890160183066,79,75.39240506329114,3826,0.9952479558245724,0.2922186242763222,fungi,0
0072,d4ced3fcf757696111ad371371ff4cce_fungi,0.0081436408532517,0.6308068459657702,107,72.55140186915888,8182,0.9959912923436338,0.2812069839889879,fungi,0
0073,007761694cceb108c141cce8750b23b5_fungi,0.0040321734158546,0.5810810810810811,72,68.72222222222223,3496,0.9950621216948072,0.266365202411714,fungi,2
0074,25f16fb9e13dc11d9cdb2563441d93ea_fungi,0.0085569931605524,0.6632390745501285,127,77.44881889763779,10036,0.9965222470001062,0.3001892205334798,fungi,0
0075,92b9c83064618f3fa4cc6f518011a93f_fungi,0.0009955884757068536,0.5319587628865979,33,67.93939393939394,812,0.993973664649039,0.2653882575757575,fungi,0
0076,45072f0f90af585d84d9e8b285570885_fungi,0.0052564874052692,0.6128266033254157,95,77.4,5684,0.9956727195497505,0.3,fungi,0
0077,573058e00737be3571135b4901715a5b_fungi,0.005863361882796,0.6056338028169014,90,73.5,5426,0.9955399808856324,0.2848837209302325,fungi,0
0078,01355d320b33ddf29a77579fe487ee60_fungi,0.0043918602171,0.6099290780141844,93,79.3225806451613,5102,0.9956196240841032,0.3074518629657414,fungi,0
0079,b5b89cca5a0cb0c01db814cb6f693f9f_fungi,0.0043070693942791,0.6157517899761337,97,82.91752577319588,5434,0.9957258150153976,0.3213857588108367,fungi,0
0080,5f279c746c8e0dc1b9305887f0cbae5a_fungi,0.0028663218707675,0.5810810810810811,72,79.41666666666667,3052,0.9950621216948072,0.3078165374677002,fungi,0
0081,12d11cd730ac7a521601a8c9ef2e3f4c_fungi,0.003836943508675,0.6128266033254157,95,81.09473684210526,5000,0.9956727195497505,0.3143206854345165,fungi,0
0082,39d163834966cd25a456abec8a6fb0a4_oomycete,0.0021336709515222,0.5512820512820513,49,70.91836734693878,1726,0.9944249761070404,0.2759469546573493,oomycete,0
0083,cc72eaa86c2be573136acdf59cda9fc3_oomycete,0.0028644160747456,0.5810810810810811,73,81.83561643835617,3202,0.9950621216948072,0.3184265231064442,oomycete,1
0084,394dace7cd674dc9355c4f64bfada83f_eukaryote,0.0009154471011315904,0.5254582484725051,28,61.42857142857143,626,0.9938143782520972,0.2408963585434173,eukaryote,0
0085,d61cd1d4bdad6e7320c6df304a2c2e5a_eukaryote,0.0030426870590113,0.5733333333333334,67,69.95522388059702,3042,0.9949028352978656,0.2721993147104942,eukaryote,0
0086,1f97c28f91d9a257362352f7c2958eb5_eukaryote,0.0021577266335678,0.5548387096774193,51,69.03921568627452,1866,0.9945046193055114,0.267593859249126,eukaryote,0
0087,e0f36c1501288265da47b71dfc9707dd_eukaryote,0.0039323813957056,0.5944700460829493,82,77.64634146341463,4270,0.9953275990230436,0.3009548118737001,eukaryote,0
0088,bbe92aaf5408d1efb04e64943df37ed3_eukaryote,0.0030930506146248,0.5720620842572062,65,74.87692307692308,3040,0.994876287565042,0.2902206320810972,eukaryote,0
0089,cdfb9490b3e043a9832cbace39b2d3fb_eukaryote,0.0018988870446607,0.5608695652173913,56,75.875,1994,0.9946373579696296,0.2940891472868217,eukaryote,0
0090,8fa171c38fb20ee4b1672db8353a9f63_eukaryote,0.0013171446424182,0.5560344827586207,52,81.38461538461539,1464,0.994531167038335,0.3154442456768038,eukaryote,0
0091,6f658d24895b04231f6e654762669b72_eukaryote,0.0037094770016956,0.582392776523702,73,73.20547945205479,3640,0.9950886694276307,0.283742168418817,eukaryote,0
0092,7cf039e6626761ed4dc865aee7e775a5_eukaryote,0.0039137826804776,0.5903890160183066,79,73.56962025316456,3994,0.9952479558245724,0.2851535668727308,eukaryote,0
0093,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,0.0027320696126161,0.5720620842572062,65,73.4,2856,0.994876287565042,0.2844961240310077,eukaryote,2
0094,416ebed6f40ce92fda977416ca373220_eukaryote,0.0023307595654953,0.5797752808988764,71,82.97183098591549,2760,0.9950355739619836,0.3215962441314554,eukaryote,0
0095,2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote,0.0035447469725089,0.6128266033254157,95,81.41052631578947,4888,0.9956727195497505,0.3155446756425948,eukaryote,0
0096,c42c09f149cbb96ab465fe8b2be206c3_eukaryote,0.0021458507598827,0.5584415584415584,54,76.01851851851852,1994,0.9945842625039822,0.2946454206144128,eukaryote,0
0097,f02abee84a8b31c4281aa2fb6bd58349_eukaryote,0.0026711251463812,0.5608695652173913,58,72.34482758620689,2174,0.9946373579696296,0.2825969827586206,eukaryote,0
0099,a0026d509095158fccba24e0a4c3ef6e_eukaryote,0.0018536286888747,0.5584415584415584,54,74.75925925925925,1930,0.9945842625039822,0.2897645707723227,eukaryote,0
0100,38c850022d0700fa24b06d5dd3f8da40_eukaryote,0.0015718766208596,0.57847533632287,70,84.95714285714286,2280,0.99500902622916,0.3292912513842746,eukaryote,0
0101,d7463494a00186665833be74ccdd14a1_eukaryote,0.0035981710800875,0.6128266033254157,95,80.96842105263158,4802,0.9956727195497505,0.3138310893512852,eukaryote,0
0102,5cea4c9d87a8d0134d2b58e91c510d8c_eukaryote,0.0022428537282021,0.5536480686695279,50,67.16,1776,0.9944780715726876,0.2603100775193798,eukaryote,0
0105,0a78918b318c9a666440b19941b2c94e_bacteria,0.000503902802197244,0.5212121212121212,25,64.92,444,0.9937081873208028,0.2555905511811023,bacteria,0
0107,162bf54549080b290d1ec8b0e6afbc1b_bacteria,0.0037561347161703,0.5810810810810811,72,68.59722222222223,3474,0.9950621216948072,0.265880706287683,bacteria,0
0108,d0c26a44a7a8b6ee4ba716861fc44da2_bacteria,0.0027565616884803,0.567032967032967,61,69.50819672131148,2526,0.9947700966337476,0.2694116151988817,bacteria,0
0109,eb9cdec519d0a08dcfb47dfac31c9b82_bacteria,0.0038659940676015,0.5797752808988764,71,68.02816901408451,3412,0.9950355739619836,0.2636750736980019,bacteria,0
0110,59f72dd6eaf2a9d277540becada0fb4c_bacteria,0.0029243155403279,0.5810810810810811,72,76.29166666666667,3216,0.9950621216948072,0.295704134366925,bacteria,0
0111,41701e0adab2a616c9ee9b352beca639_bacteria,0.0012667801882313,0.5477707006369427,46,74.06521739130434,1256,0.9943453329085696,0.2881915073591609,bacteria,0
0113,c256985cf7f385fa0e158aac9692f64d_bacteria,0.0030272333579356,0.5620915032679739,57,63.24561403508772,2382,0.9946639057024532,0.2451380388956888,bacteria,0
0115,62690921189900b625d68933a083f144_bacteria,0.0035083120222172,0.5758928571428572,68,68.79411764705883,3192,0.9949559307635129,0.2666438668490652,bacteria,0
